Edrude_ind 		 Edrude_dhf
     -0.00019808      -0.00000249
     -0.00048494      -0.00002259
     -0.00003554      -0.00000023
     -0.00009210      -0.00000076
     -0.00004401      -0.00000041
     -0.00005415      -0.00000055
     -0.00011922       0.00000199
     -0.00064445      -0.00003571
     -0.00040051       0.00000307
     -0.00005748       0.00000021
     -0.00004936      -0.00000042
     -0.00062402       0.00002249
     -0.00007804      -0.00000029
     -0.00018763      -0.00000117
     -0.00044292      -0.00000099
     -0.00011060      -0.00000182
     -0.00039720       0.00001147
     -0.00009381       0.00000020
     -0.00010086      -0.00000118
     -0.00054130       0.00000845
     -0.00009412       0.00000048
     -0.00006557       0.00000089
     -0.00010482      -0.00000170
     -0.00006570      -0.00000034
     -0.00004229      -0.00000013
     -0.00008661      -0.00000117
     -0.00004760       0.00000072
     -0.00003003       0.00000015
     -0.00017754      -0.00000424
     -0.00069794       0.00000773
     -0.00039786      -0.00002390
     -0.00036517      -0.00002962
     -0.00029927       0.00000755
     -0.00005859      -0.00000132
     -0.00006049       0.00000032
     -0.00002120      -0.00000016
     -0.00009148      -0.00000006
     -0.00010617      -0.00000339
     -0.00012677      -0.00000176
     -0.00010613      -0.00000017
     -0.00012680      -0.00000170
     -0.00004993      -0.00000001
     -0.00052151       0.00002580
     -0.00004542      -0.00000055
     -0.00022152      -0.00001217
     -0.00005740      -0.00000041
     -0.00010296      -0.00000029
     -0.00003744       0.00000020
     -0.00020906       0.00000560
     -0.00004910      -0.00000047
     -0.00003382       0.00000033
     -0.00008811       0.00000022
     -0.00006623      -0.00000005
     -0.00060409      -0.00003523
     -0.00008243       0.00000130
     -0.00007901      -0.00000057
     -0.00014042      -0.00000268
     -0.00006091      -0.00000079
     -0.00009790       0.00000019
     -0.00005358      -0.00000073
     -0.00010463      -0.00000078
     -0.00005553      -0.00000031
     -0.00019402      -0.00001002
     -0.00031200       0.00000326
     -0.00006806       0.00000061
     -0.00049047      -0.00001259
     -0.00045774       0.00000194
     -0.00029399      -0.00000749
     -0.00004012       0.00000029
     -0.00006285       0.00000004
     -0.00007178      -0.00000005
     -0.00021020      -0.00000256
     -0.00071202       0.00000368
     -0.00009264      -0.00000267
     -0.00009301      -0.00000072
     -0.00005899      -0.00000034
     -0.00010541      -0.00000358
     -0.00002656      -0.00000015
     -0.00010454      -0.00000119
     -0.00008334      -0.00000103
     -0.00017991      -0.00000417
     -0.00047187       0.00000305
     -0.00048876       0.00001127
     -0.00014478      -0.00000292
     -0.00028757      -0.00000534
     -0.00004391      -0.00000045
     -0.00007080      -0.00000072
     -0.00005329       0.00000006
     -0.00017042      -0.00000904
     -0.00041440       0.00001024
     -0.00003104       0.00000012
     -0.00013072       0.00000251
     -0.00020948      -0.00000698
     -0.00012225      -0.00000258
     -0.00012784      -0.00000073
     -0.00005504       0.00000022
     -0.00020224      -0.00000066
     -0.00032123      -0.00001063
     -0.00004921       0.00000011
     -0.00045726      -0.00000452
     -0.00017728      -0.00000249
     -0.00018159      -0.00000427
     -0.00041293      -0.00003731
     -0.00003454      -0.00000001
     -0.00012236      -0.00000346
     -0.00009003      -0.00000018
     -0.00003270      -0.00000004
     -0.00003101       0.00000014
     -0.00004571      -0.00000033
     -0.00010337      -0.00000156
     -0.00005336       0.00000024
     -0.00018038      -0.00000388
     -0.00031360      -0.00001295
     -0.00002462      -0.00000005
     -0.00010569       0.00000027
     -0.00003331      -0.00000005
     -0.00009840      -0.00000103
     -0.00006471       0.00000045
     -0.00039656      -0.00001274
     -0.00003197      -0.00000004
     -0.00004811      -0.00000045
     -0.00004449       0.00000021
     -0.00038870      -0.00000838
     -0.00077163      -0.00003556
     -0.00079861       0.00003401
     -0.00039328      -0.00000429
     -0.00014380      -0.00000125
     -0.00039013      -0.00001417
     -0.00016044      -0.00000630
     -0.00004014      -0.00000073
     -0.00065529       0.00000570
     -0.00058978      -0.00003046
     -0.00014938      -0.00000109
     -0.00023108      -0.00000445
     -0.00007665      -0.00000094
     -0.00010933       0.00000024
     -0.00008773       0.00000159
     -0.00006424      -0.00000103
     -0.00010815       0.00000184
     -0.00012447      -0.00000205
     -0.00006667      -0.00000024
     -0.00021911      -0.00000403
     -0.00004980       0.00000015
     -0.00025187      -0.00000327
     -0.00014356      -0.00000214
     -0.00008219      -0.00000016
     -0.00025255       0.00000506
     -0.00009281       0.00000007
     -0.00007033      -0.00000033
     -0.00014857       0.00000050
     -0.00003396       0.00000005
     -0.00009488      -0.00000019
     -0.00049676       0.00000219
     -0.00016901      -0.00000253
     -0.00009112      -0.00000189
     -0.00012480      -0.00000115
     -0.00045008       0.00001097
     -0.00005979      -0.00000003
     -0.00012921      -0.00000219
     -0.00019416       0.00000270
     -0.00008888       0.00000098
     -0.00002500       0.00000006
     -0.00020818       0.00000492
     -0.00003724      -0.00000020
     -0.00004279      -0.00000014
     -0.00054900       0.00000699
     -0.00008171      -0.00000087
     -0.00011791       0.00000139
     -0.00004950       0.00000034
     -0.00013480      -0.00000389
     -0.00014314      -0.00000283
     -0.00003392       0.00000036
     -0.00007917      -0.00000038
     -0.00009709      -0.00000109
     -0.00041996      -0.00002056
     -0.00006237      -0.00000028
     -0.00015781       0.00000146
     -0.00060462       0.00000976
     -0.00032852      -0.00000094
     -0.00003810       0.00000006
     -0.00004442      -0.00000028
     -0.00025131      -0.00000052
     -0.00029811       0.00000635
     -0.00005808      -0.00000026
     -0.00037434      -0.00002217
     -0.00004767       0.00000001
     -0.00023537       0.00000165
     -0.00003470      -0.00000024
     -0.00004859      -0.00000066
     -0.00022050      -0.00000317
     -0.00018562      -0.00000053
     -0.00006871       0.00000037
     -0.00006033       0.00000028
     -0.00003817       0.00000026
     -0.00003314       0.00000020
     -0.00011031       0.00000191
     -0.00004138      -0.00000011
     -0.00004342      -0.00000013
     -0.00022707      -0.00000328
     -0.00061446      -0.00001819
     -0.00006685       0.00000027
     -0.00026131      -0.00000842
     -0.00017483      -0.00000956
     -0.00014784      -0.00000359
     -0.00005179      -0.00000043
     -0.00007665      -0.00000072
     -0.00006555      -0.00000034
     -0.00016875       0.00000299
     -0.00008981      -0.00000154
     -0.00007655      -0.00000124
     -0.00060409       0.00000556
     -0.00015009      -0.00000340
     -0.00012511       0.00000218
     -0.00036140       0.00001351
     -0.00007415       0.00000003
     -0.00003217      -0.00000042
     -0.00027037       0.00000474
     -0.00007813      -0.00000046
     -0.00027988       0.00000058
     -0.00004735      -0.00000021
     -0.00009990      -0.00000067
     -0.00021149      -0.00000029
     -0.00015292       0.00000168
     -0.00007894      -0.00000028
     -0.00013988      -0.00000249
     -0.00018309       0.00000047
     -0.00009817      -0.00000087
     -0.00010272       0.00000129
     -0.00034013      -0.00000463
     -0.00007293      -0.00000175
     -0.00013941       0.00000103
     -0.00010606       0.00000051
     -0.00026221      -0.00000251
     -0.00023256      -0.00001151
     -0.00024253       0.00000726
     -0.00011112      -0.00000023
     -0.00003883      -0.00000012
     -0.00005467       0.00000017
     -0.00003768       0.00000032
     -0.00006914      -0.00000182
     -0.00062639      -0.00002746
     -0.00011894       0.00000174
     -0.00005263       0.00000042
     -0.00023585       0.00000186
     -0.00011713      -0.00000097
     -0.00016987      -0.00000698
     -0.00006007      -0.00000038
     -0.00032562      -0.00002416
     -0.00054404      -0.00001730
     -0.00004376      -0.00000010
     -0.00005186      -0.00000028
     -0.00037578      -0.00000564
     -0.00009721      -0.00000074
     -0.00045218       0.00000760
     -0.00007443       0.00000014
     -0.00005962       0.00000074
     -0.00006185      -0.00000016
     -0.00008012       0.00000026
     -0.00005733       0.00000068
     -0.00017052       0.00000251
     -0.00038651      -0.00000832
     -0.00015868      -0.00000001
     -0.00003128      -0.00000000
     -0.00005499      -0.00000048
     -0.00104186       0.00004760
     -0.00003951      -0.00000019
     -0.00010651      -0.00000153
     -0.00012121      -0.00000342
     -0.00012608      -0.00000358
     -0.00007373       0.00000008
     -0.00023533      -0.00001444
     -0.00066052       0.00002982
     -0.00012476       0.00000262
     -0.00013881      -0.00000512
     -0.00007605      -0.00000131
     -0.00026277      -0.00001214
     -0.00006084      -0.00000013
     -0.00015445       0.00000067
     -0.00059397      -0.00001846
     -0.00004792      -0.00000072
     -0.00004865      -0.00000037
     -0.00026754       0.00000779
     -0.00023597      -0.00001267
     -0.00016489      -0.00000647
     -0.00010709      -0.00000150
     -0.00004005      -0.00000055
     -0.00017951       0.00000236
     -0.00020170      -0.00000803
     -0.00039051      -0.00002713
     -0.00031816      -0.00001074
     -0.00009567       0.00000012
     -0.00027285       0.00000088
     -0.00007286      -0.00000064
     -0.00007852       0.00000039
     -0.00009333      -0.00000156
     -0.00006845      -0.00000056
     -0.00015031       0.00000153
     -0.00010471       0.00000087
     -0.00007777      -0.00000038
     -0.00067758      -0.00002011
     -0.00010137       0.00000089
     -0.00006324      -0.00000005
     -0.00114374       0.00002726
     -0.00007835      -0.00000070
     -0.00011272       0.00000011
     -0.00004573      -0.00000011
     -0.00008275       0.00000133
     -0.00020042       0.00000549
     -0.00039123      -0.00000999
     -0.00007262      -0.00000045
     -0.00003699       0.00000016
     -0.00003897      -0.00000015
     -0.00109551       0.00003179
     -0.00005432      -0.00000042
     -0.00013841       0.00000150
     -0.00026056      -0.00001755
     -0.00009319      -0.00000047
     -0.00009444      -0.00000071
     -0.00043042      -0.00000093
     -0.00007570       0.00000032
     -0.00003894      -0.00000014
     -0.00015600       0.00000127
     -0.00017198      -0.00000286
     -0.00002971      -0.00000025
     -0.00021211      -0.00000335
     -0.00021545       0.00000265
     -0.00007181      -0.00000115
     -0.00004704      -0.00000032
     -0.00022996       0.00000108
     -0.00045820      -0.00000519
     -0.00007756      -0.00000097
     -0.00005965       0.00000034
     -0.00013543       0.00000153
     -0.00010695      -0.00000131
     -0.00011921      -0.00000110
     -0.00014686      -0.00000204
     -0.00006450       0.00000056
     -0.00071240       0.00003130
     -0.00012628      -0.00000196
     -0.00003235       0.00000007
     -0.00013145       0.00000156
     -0.00016352      -0.00000300
     -0.00067529       0.00003800
     -0.00006559       0.00000063
     -0.00025974       0.00000016
     -0.00054007       0.00002156
     -0.00002873       0.00000010
     -0.00032967       0.00000451
     -0.00050071      -0.00000061
     -0.00006653      -0.00000022
     -0.00008495       0.00000040
     -0.00007761      -0.00000087
     -0.00006464      -0.00000058
     -0.00006512       0.00000002
     -0.00003760       0.00000019
     -0.00006515      -0.00000013
     -0.00008991      -0.00000125
     -0.00015490       0.00000239
     -0.00005696       0.00000024
     -0.00005424      -0.00000023
     -0.00007093       0.00000004
     -0.00003186      -0.00000027
     -0.00003867       0.00000020
     -0.00044517      -0.00002924
     -0.00006070      -0.00000094
     -0.00023981      -0.00000031
     -0.00004052      -0.00000025
     -0.00014560       0.00000063
     -0.00035061      -0.00000933
     -0.00018096       0.00000179
     -0.00032497      -0.00000535
     -0.00007842       0.00000100
     -0.00002121      -0.00000008
     -0.00063411      -0.00002523
     -0.00003456       0.00000018
     -0.00005575      -0.00000031
     -0.00022831      -0.00000071
     -0.00031579      -0.00002660
     -0.00005638      -0.00000017
     -0.00004567       0.00000034
     -0.00007491       0.00000060
     -0.00008668       0.00000132
     -0.00005139       0.00000006
     -0.00006575      -0.00000025
     -0.00014877       0.00000022
     -0.00011841       0.00000243
     -0.00018407      -0.00000466
     -0.00007900       0.00000073
     -0.00024012      -0.00000168
     -0.00014356       0.00000000
     -0.00006870       0.00000035
     -0.00003751      -0.00000027
     -0.00006124       0.00000057
     -0.00015901      -0.00000141
     -0.00008377       0.00000013
     -0.00007385      -0.00000147
     -0.00015176      -0.00000226
     -0.00006676      -0.00000014
     -0.00010308       0.00000095
     -0.00011956       0.00000125
     -0.00005886      -0.00000030
     -0.00008345      -0.00000117
     -0.00003717      -0.00000028
     -0.00004582      -0.00000003
     -0.00086030       0.00003877
     -0.00003622      -0.00000025
     -0.00053897       0.00001846
     -0.00043554      -0.00000723
     -0.00014968      -0.00000031
     -0.00003412       0.00000010
     -0.00015832       0.00000057
     -0.00004234      -0.00000031
     -0.00004601       0.00000004
     -0.00011784      -0.00000126
     -0.00074530      -0.00000652
     -0.00033612       0.00000492
     -0.00012576      -0.00000137
     -0.00027316      -0.00000104
     -0.00029662       0.00000708
     -0.00007164       0.00000027
     -0.00028584      -0.00000049
     -0.00009274      -0.00000144
     -0.00023409       0.00000093
     -0.00005998       0.00000029
     -0.00025374      -0.00000109
     -0.00002172       0.00000007
     -0.00017566       0.00000423
     -0.00006979      -0.00000120
     -0.00018351      -0.00000017
     -0.00029827       0.00000604
     -0.00015347       0.00000037
     -0.00012497       0.00000123
     -0.00022071      -0.00000223
     -0.00007384      -0.00000188
     -0.00007902      -0.00000058
     -0.00010527       0.00000039
     -0.00008725       0.00000014
     -0.00003699      -0.00000000
     -0.00021483       0.00000240
     -0.00057630       0.00002310
     -0.00048077      -0.00002011
     -0.00007843      -0.00000036
     -0.00010501       0.00000001
     -0.00017211      -0.00000601
     -0.00021952      -0.00000019
     -0.00003714      -0.00000020
     -0.00006872      -0.00000052
     -0.00006306       0.00000006
     -0.00008245      -0.00000094
     -0.00007559       0.00000082
     -0.00023006      -0.00000517
     -0.00013223       0.00000203
     -0.00006643       0.00000101
     -0.00011072      -0.00000159
     -0.00021845       0.00000286
     -0.00012652      -0.00000101
     -0.00005306      -0.00000037
     -0.00011000       0.00000076
     -0.00008226      -0.00000032
     -0.00003205      -0.00000013
     -0.00044478       0.00000384
     -0.00011932       0.00000008
     -0.00004731      -0.00000006
     -0.00009391       0.00000044
     -0.00021283       0.00000288
     -0.00018017      -0.00000087
     -0.00026840      -0.00000310
     -0.00030074      -0.00000417
     -0.00006404      -0.00000048
     -0.00002849      -0.00000029
     -0.00005911      -0.00000031
     -0.00013480      -0.00000181
     -0.00005029      -0.00000042
     -0.00007607      -0.00000110
     -0.00022231       0.00000103
     -0.00034905      -0.00000618
     -0.00037514      -0.00001082
     -0.00009918       0.00000009
     -0.00052983       0.00001815
     -0.00016526      -0.00000151
     -0.00019868      -0.00000179
     -0.00010262      -0.00000129
     -0.00027067      -0.00000680
     -0.00013167       0.00000179
     -0.00004042       0.00000033
     -0.00005116       0.00000042
     -0.00044543      -0.00002940
     -0.00020360      -0.00000285
     -0.00015581      -0.00000115
     -0.00008625       0.00000002
     -0.00026689      -0.00000117
     -0.00002432       0.00000012
     -0.00002609       0.00000011
     -0.00056075      -0.00001374
     -0.00015643      -0.00000347
     -0.00027966      -0.00000398
     -0.00023114      -0.00000704
     -0.00028657      -0.00000283
     -0.00028651       0.00000113
     -0.00007720       0.00000042
     -0.00008627      -0.00000108
     -0.00017749       0.00000094
     -0.00009241       0.00000034
     -0.00047478      -0.00000114
     -0.00008304      -0.00000008
     -0.00037778      -0.00001110
     -0.00004965       0.00000022
     -0.00004277      -0.00000061
     -0.00005090       0.00000010
     -0.00017794      -0.00000116
     -0.00012546      -0.00000113
     -0.00022038       0.00000173
     -0.00019163      -0.00000389
     -0.00010367       0.00000165
     -0.00006872      -0.00000119
     -0.00006636       0.00000023
     -0.00012834       0.00000116
     -0.00066390      -0.00003962
     -0.00025867      -0.00000194
     -0.00026991      -0.00001865
     -0.00002891       0.00000006
     -0.00041403       0.00000055
     -0.00018438      -0.00000154
     -0.00010991      -0.00000485
     -0.00017250      -0.00000893
     -0.00018388       0.00000159
     -0.00012779       0.00000203
     -0.00008290       0.00000014
     -0.00011337       0.00000062
     -0.00013611      -0.00000113
     -0.00007970      -0.00000030
     -0.00008315       0.00000082
     -0.00012500       0.00000012
     -0.00042011       0.00001262
     -0.00008691      -0.00000054
     -0.00007494      -0.00000096
     -0.00022371      -0.00001459
     -0.00064444      -0.00003277
     -0.00014512      -0.00000094
     -0.00008089       0.00000041
     -0.00006589      -0.00000070
     -0.00030582      -0.00001586
     -0.00020019       0.00000338
     -0.00004850      -0.00000068
     -0.00036023       0.00000982
     -0.00003700      -0.00000032
     -0.00025357      -0.00000641
     -0.00009822      -0.00000067
     -0.00003367      -0.00000006
     -0.00004900      -0.00000023
     -0.00031418      -0.00000904
     -0.00012337      -0.00000111
     -0.00014720      -0.00000541
     -0.00015380      -0.00000725
     -0.00019051      -0.00000193
     -0.00005166      -0.00000004
     -0.00006228      -0.00000006
     -0.00005640      -0.00000113
     -0.00012759      -0.00000138
     -0.00017757       0.00000065
     -0.00019600       0.00000244
     -0.00015675       0.00000177
     -0.00035460       0.00001266
     -0.00008020      -0.00000158
     -0.00023760       0.00000284
     -0.00035229       0.00001043
     -0.00026685      -0.00000360
     -0.00073847       0.00001083
     -0.00027956      -0.00000364
     -0.00066792      -0.00003557
     -0.00005867       0.00000040
     -0.00009749       0.00000017
     -0.00006284      -0.00000035
     -0.00002151      -0.00000006
     -0.00005399       0.00000045
     -0.00019398       0.00000172
     -0.00007655       0.00000012
     -0.00003652       0.00000017
     -0.00010137      -0.00000086
     -0.00016895       0.00000501
     -0.00027479      -0.00000577
     -0.00004935      -0.00000100
     -0.00027170       0.00000203
     -0.00004235      -0.00000060
     -0.00013556      -0.00000507
     -0.00038378      -0.00001431
     -0.00015093      -0.00000339
     -0.00035190      -0.00001242
     -0.00004107       0.00000035
     -0.00027863      -0.00001388
     -0.00037887      -0.00002163
     -0.00010504       0.00000074
     -0.00009083      -0.00000062
     -0.00006250      -0.00000033
     -0.00011739      -0.00000230
     -0.00015150      -0.00000244
     -0.00029726       0.00000035
     -0.00065166      -0.00004735
     -0.00004154       0.00000004
     -0.00006564       0.00000036
     -0.00010857       0.00000096
     -0.00020977       0.00000218
     -0.00031733      -0.00000619
     -0.00012637       0.00000185
     -0.00006958       0.00000039
     -0.00005307       0.00000010
     -0.00005946       0.00000051
     -0.00009853      -0.00000011
     -0.00010400       0.00000045
     -0.00008961       0.00000006
     -0.00003987       0.00000029
     -0.00010833      -0.00000322
     -0.00018573       0.00000040
     -0.00046955      -0.00002868
     -0.00035907       0.00001368
     -0.00016952       0.00000108
     -0.00039149      -0.00000654
     -0.00013033      -0.00000103
     -0.00033838      -0.00000189
     -0.00018664      -0.00000178
     -0.00008524      -0.00000019
     -0.00003899      -0.00000033
     -0.00006080      -0.00000072
     -0.00007015      -0.00000033
     -0.00004689       0.00000017
     -0.00002845       0.00000009
     -0.00008987       0.00000113
     -0.00003076      -0.00000016
     -0.00003983      -0.00000024
     -0.00010126      -0.00000024
     -0.00025812      -0.00000418
     -0.00004041       0.00000003
     -0.00006366      -0.00000025
     -0.00010202      -0.00000077
     -0.00021858       0.00000049
     -0.00009871      -0.00000017
     -0.00009167       0.00000010
     -0.00036795       0.00000280
     -0.00008979      -0.00000019
     -0.00015081       0.00000053
     -0.00004825      -0.00000039
     -0.00019733      -0.00000506
     -0.00002426      -0.00000006
     -0.00004397       0.00000046
     -0.00005186       0.00000023
     -0.00017995      -0.00000529
     -0.00028803       0.00000118
     -0.00004167       0.00000010
     -0.00007840       0.00000033
     -0.00052626      -0.00001607
     -0.00012804      -0.00000069
     -0.00119252       0.00005292
     -0.00021436       0.00000061
     -0.00007011      -0.00000052
     -0.00027838      -0.00000058
     -0.00003470       0.00000015
     -0.00010590       0.00000168
     -0.00005708      -0.00000015
     -0.00024181       0.00000057
     -0.00016281      -0.00000279
     -0.00006342      -0.00000055
     -0.00037719       0.00000837
     -0.00002808      -0.00000010
     -0.00037329      -0.00001605
     -0.00036172       0.00000501
     -0.00024955       0.00000594
     -0.00012234       0.00000164
     -0.00008064      -0.00000039
     -0.00004362       0.00000033
     -0.00022543      -0.00000321
     -0.00014385      -0.00000132
     -0.00005176       0.00000039
     -0.00012724      -0.00000319
     -0.00029595      -0.00002211
     -0.00014328      -0.00000181
     -0.00018239      -0.00000451
     -0.00016131      -0.00000207
     -0.00003125       0.00000006
     -0.00005771      -0.00000016
     -0.00004597       0.00000021
     -0.00003924       0.00000015
     -0.00004905       0.00000030
     -0.00015427       0.00000260
     -0.00022367       0.00000270
     -0.00004137      -0.00000018
     -0.00036544      -0.00001425
     -0.00005980       0.00000010
     -0.00014640       0.00000265
     -0.00009585      -0.00000055
     -0.00078863       0.00003616
     -0.00038826      -0.00000491
     -0.00014238      -0.00000545
     -0.00002924       0.00000012
     -0.00011696      -0.00000291
     -0.00023732       0.00000083
     -0.00019137      -0.00000053
     -0.00002948      -0.00000022
     -0.00004101       0.00000027
     -0.00003739       0.00000012
     -0.00099362       0.00001780
     -0.00004218       0.00000008
     -0.00015208      -0.00000205
     -0.00018127       0.00000321
     -0.00011132       0.00000009
     -0.00018257      -0.00000574
     -0.00044203      -0.00001211
     -0.00025897       0.00000254
     -0.00018532      -0.00000013
     -0.00049417       0.00001904
     -0.00006092      -0.00000064
     -0.00004186      -0.00000020
     -0.00004091      -0.00000026
     -0.00006487      -0.00000077
     -0.00014658       0.00000139
     -0.00006441      -0.00000060
     -0.00006360      -0.00000001
     -0.00012635       0.00000132
     -0.00039384       0.00000940
     -0.00003892       0.00000016
     -0.00005113      -0.00000025
     -0.00013955      -0.00000650
     -0.00008064       0.00000136
     -0.00003438       0.00000008
     -0.00015036      -0.00000198
     -0.00003150       0.00000014
     -0.00009051      -0.00000019
     -0.00010286      -0.00000155
     -0.00005386      -0.00000026
     -0.00008855      -0.00000077
     -0.00010316      -0.00000121
     -0.00003226       0.00000022
     -0.00018494      -0.00000118
     -0.00015182      -0.00000130
     -0.00006033      -0.00000064
     -0.00004490      -0.00000063
     -0.00011860       0.00000135
     -0.00010697      -0.00000066
     -0.00007450       0.00000044
     -0.00029321       0.00000183
     -0.00003166      -0.00000022
     -0.00004027      -0.00000043
     -0.00028069      -0.00000273
     -0.00020315       0.00000060
     -0.00003700      -0.00000004
     -0.00003868      -0.00000012
     -0.00014862      -0.00000021
     -0.00013138      -0.00000133
     -0.00064754      -0.00002088
     -0.00011695      -0.00000165
     -0.00003979       0.00000036
     -0.00003884       0.00000003
     -0.00021600      -0.00000544
     -0.00007913      -0.00000005
     -0.00034386      -0.00002623
     -0.00013918      -0.00000380
     -0.00003824      -0.00000001
     -0.00006564      -0.00000056
     -0.00019053      -0.00000743
     -0.00091463       0.00005121
     -0.00018302      -0.00000226
     -0.00011322       0.00000035
     -0.00008004      -0.00000177
     -0.00006527      -0.00000020
     -0.00004571      -0.00000028
     -0.00003590       0.00000011
     -0.00022218      -0.00000557
     -0.00009126      -0.00000063
     -0.00005512       0.00000040
     -0.00080799      -0.00004668
     -0.00043389      -0.00001228
     -0.00003834       0.00000003
     -0.00005699      -0.00000019
     -0.00005882      -0.00000076
     -0.00100827       0.00001124
     -0.00029942      -0.00000882
     -0.00028156       0.00000321
     -0.00006451      -0.00000044
     -0.00012853       0.00000060
     -0.00003865      -0.00000026
     -0.00004783      -0.00000021
     -0.00002954      -0.00000015
     -0.00048317      -0.00001399
     -0.00013366      -0.00000117
     -0.00004225       0.00000024
     -0.00002941      -0.00000026
     -0.00013794      -0.00000032
     -0.00018828       0.00000235
     -0.00026883      -0.00001941
