RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            8     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  171  208     1     0  con    1  2.5D-01  2.0D-06  1.345D-08  2.698D-05
  172  209     1     0  con    0  1.0D+00  3.8D-06  2.235D-09  2.698D-05
  173  210     1     0  con    0  1.0D+00  2.4D-07  1.852D-09  2.698D-05
  174  211     1     0  con    0  1.0D+00  9.6D-07  5.894D-09  2.698D-05
  175  212     1     0  con    0  1.0D+00  9.6D-07  2.752D-09  2.698D-05
  176  214     1     0  con    1  3.1D-01  3.1D-07  5.879D-09  2.698D-05
  177  215     1     0  con    0  1.0D+00  1.7D-06  2.533D-09  2.698D-05
  178  216     1     0  con    0  1.0D+00  2.5D-07  7.946D-10  2.698D-05

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

